950,SAMMAANCAP,2018-01-23,1369.9000,1397.0000,1346.5500,1379.1000
1118,KOTAKBANK,2018-01-23,1076.9500,1083.7500,1070.2500,1075.4500
3503,TMPV,2018-01-23,422.8000,422.8000,414.7500,418.0000
3603,AXISBANK,2018-01-23,616.4000,627.6000,611.4500,620.1000
3633,ICICIBANK,2018-01-23,350.4500,364.4500,350.4500,362.3000
3641,SBIN,2018-01-23,306.4000,320.5500,306.3500,318.1000
2,RELIANCE,2018-01-24,981.7500,981.7500,962.6500,966.3500
166,LT,2018-01-24,1407.1000,1409.8000,1389.8000,1401.2000
257,HDFC,2018-01-24,1886.6000,1919.5500,1880.0000,1911.2000
326,TATASTEEL,2018-01-24,780.5000,780.6000,757.1500,762.1000
375,TCS,2018-01-24,3090.0000,3259.0500,3082.6500,3174.6000
416,BAJFINANCE,2018-01-24,1715.0000,1746.8500,1697.0500,1739.1500
551,INFY,2018-01-24,1174.8000,1221.0500,1167.5000,1185.8000
701,MARUTI,2018-01-24,9419.0000,9519.9500,9340.4500,9434.9500
926,INDUSINDBK,2018-01-24,1725.0000,1738.8000,1705.0000,1717.3000
950,SAMMAANCAP,2018-01-24,1399.9500,1409.8000,1354.1500,1362.0000
1118,KOTAKBANK,2018-01-24,1071.2500,1084.0000,1070.9500,1080.1000
3503,TMPV,2018-01-24,416.0000,416.2500,402.6500,403.6000
3603,AXISBANK,2018-01-24,621.9000,621.9000,606.3000,607.9500
3633,ICICIBANK,2018-01-24,357.7500,359.2000,351.8000,352.7500
3641,SBIN,2018-01-24,317.7000,331.6000,316.2000,329.9000
2,RELIANCE,2018-01-25,967.9000,972.0000,956.1500,965.9000
166,LT,2018-01-25,1392.0000,1427.0500,1392.0000,1416.5000
257,HDFC,2018-01-25,1917.0000,1922.5000,1883.5000,1908.3000
326,TATASTEEL,2018-01-25,765.0000,773.1000,758.2500,769.1500
375,TCS,2018-01-25,3175.0000,3179.8000,3081.0000,3121.0500
416,BAJFINANCE,2018-01-25,1741.0000,1741.9000,1703.4000,1710.3000
551,INFY,2018-01-25,1182.0000,1183.4000,1162.2500,1175.4000
701,MARUTI,2018-01-25,9485.0000,9485.0000,9250.0000,9278.2000
926,INDUSINDBK,2018-01-25,1723.0000,1735.3500,1703.7000,1730.2000
950,SAMMAANCAP,2018-01-25,1367.9500,1404.4500,1348.0500,1394.0000
1118,KOTAKBANK,2018-01-25,1076.0000,1098.0000,1050.1000,1092.3500
3503,TMPV,2018-01-25,403.4500,407.6500,398.0000,400.3000
3603,AXISBANK,2018-01-25,610.0000,619.2500,598.6000,616.1000
3633,ICICIBANK,2018-01-25,352.5000,364.8000,350.7000,360.8000
3641,SBIN,2018-01-25,332.7500,332.7500,311.8500,313.1500
2,RELIANCE,2018-01-29,966.2000,977.3000,959.3000,964.5000
166,LT,2018-01-29,1418.0000,1441.6500,1418.0000,1431.9500
257,HDFC,2018-01-29,1915.0000,1986.0500,1909.9000,1967.6000
326,TATASTEEL,2018-01-29,771.0000,791.8000,770.1500,783.1500
375,TCS,2018-01-29,3131.4000,3225.0000,3122.0000,3198.8500
416,BAJFINANCE,2018-01-29,1711.0000,1735.2500,1710.0000,1715.3000
551,INFY,2018-01-29,1166.5500,1196.2500,1165.2000,1182.9000
701,MARUTI,2018-01-29,9481.0000,9714.0000,9461.0000,9630.7000
926,INDUSINDBK,2018-01-29,1730.2000,1751.0500,1724.0000,1742.5000
