TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-08-28,2026-08-28,CM,NSE,STK,764480,INE0XNF01022,ARDEE,EQ,,,,,ARDEE INDUSTRIES LIMITED,59.96,61.96,58.78,61.16,61.50,59.28,,61.16,,,6521624,395240532.54,25408,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,758700,INE784R01023,ARFIN,EQ,,,,,ARFIN INDIA LIMITED,86.11,86.30,84.65,85.77,85.99,85.40,,85.77,,,964118,82182760.32,2417,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,13092,INE0L2Y01011,ARHAM,SM,,,,,ARHAM TECHNOLOGIES LTD,215.00,217.00,208.95,215.40,215.00,211.75,,215.40,,,53000,11363050.00,48,F1,1000,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,15204,INE298I01015,ARIES,EQ,,,,,ARIES AGRO LTD.,492.80,497.60,465.30,484.30,482.20,490.65,,484.33,,,54489,26451948.45,2404,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,3813,INE420B01036,ARIHANTCAP,EQ,,,,,ARIHANT CAPITAL MKTS LTD,78.60,80.49,76.93,79.39,80.30,78.62,,79.38,,,192228,15075619.02,1401,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,13885,INE413D01011,ARIHANT,EQ,,,,,ARIHANT FOUN & HOU LTD,994.80,994.80,950.00,958.90,965.00,974.80,,958.83,,,1298,1251376.40,188,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,20159,INE643K01018,ARIHANTSUP,EQ,,,,,ARIHANT SUPERSTRUCT LTD,262.10,262.10,252.10,255.35,256.80,261.50,,255.37,,,8417,2159589.85,268,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,757614,INE0H9P01028,ARIS,EQ,,,,,ARISINFRA SOLUTIONS LTD,143.25,153.25,143.25,151.31,151.20,143.89,,151.31,,,5643850,848393325.61,30342,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,25398,INE0QRL01017,ARKADE,EQ,,,,,ARKADE DEVELOPERS LIMITED,127.20,128.00,126.50,127.38,128.00,127.25,,127.38,,,140894,17942793.30,1212,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,17263,INE109C01017,ARMANFIN,EQ,,,,,ARMAN FIN SERV LTD,1966.00,2045.00,1959.40,2034.20,2035.00,1967.10,,2034.18,,,50932,102170524.00,4724,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,760752,INE0TZX01019,ARMOUR,ST,,,,,ARMOUR SECURITY (INDIA) L,18.90,18.90,18.90,18.90,18.90,18.10,,18.90,,,2000,37800.00,1,F1,2000,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,14557,INE210C01013,AROGRANITE,EQ,,,,,ARO GRANITE IND. LTD.,26.50,26.50,25.00,25.10,25.05,25.59,,25.10,,,6645,167837.49,56,F1,1,,,,,
2026-08-28,2026-08-28,CM,NSE,STK,3499,INE081A01020,TATASTEEL,EQ,,,,,TATA STEEL LIMITED,187.60,188.79,184.08,186.50,186.50,186.80,,186.49,,,39370394,7309368090.87,123995,F1,1,,,,,
